instance_34_78_2_3 15 Sim
instance_62_159_2_3 44 Sim
instance_77_254_6_4 18 Sim

instance_112_425_5_3 22 Sim
instance_115_613_8_5 9 Sim
instance_8361_15751_7_3 70 Sim

instance_1589_2742_5_3 220 Sim

instance_105_441_4_5 62 Não
instance_16706_121251_42_5 352 Não
instance_4941_6594_3_5 149 Não
instance_22963_48436_15_4 113 Não
